"user_handle","assessment_tag","user_assessment_date","user_assessment_score"
4608,"photoshop","2017-09-20 20:27:28",179
8324,"premiere-pro-cc","2017-08-30 04:40:54",152
7405,"c-plus-plus","2017-10-11 07:47:46",153
7405,"java","2017-10-10 11:44:29",86
7405,"android-associate-developer","2017-11-23 15:12:50",110
7331,"3ds-max-environment-modeling","2017-11-11 17:35:52",159
3106,"android","2017-06-28 12:06:48",193
3087,"java","2017-09-03 20:32:15",181
1491,"javascript","2017-06-26 13:21:17",148
462,"azure-administrator","2017-09-25 22:50:22",79
462,"azure-infrastructure-as-a-service","2017-08-14 15:57:38",136
3622,"docker","2017-09-23 12:18:29",145
3622,"java","2017-09-23 12:26:46",125
1735,"active-directory-administration","2017-09-20 21:10:58",167
1735,"azure-administrator","2017-09-04 15:17:57",134
1735,"group-policy-administration-and-troubleshooting","2017-09-21 07:13:00",273
1735,"powershell","2017-09-21 15:28:32",166
1735,"using-microsoft-office-2016","2017-09-21 20:22:18",210
882,"mysql","2017-06-17 01:13:26",166
2647,"java","2017-08-13 15:18:58",153
2647,"react","2017-07-12 13:15:02",190
6944,"java","2017-07-04 21:46:30",113
6944,"node-js","2017-01-18 16:55:28",174
256,"node-js","2017-02-17 13:52:30",19
4358,"maya-core-skills","2017-09-26 02:05:29",133
1407,"aspnet-mvc-5","2016-11-11 21:28:19",226
1407,"c-sharp","2016-11-11 21:23:10",128
1407,"css","2016-11-11 21:35:00",210
3681,"angular","2017-10-14 11:02:14",217
3681,"angular-js","2017-10-14 10:55:39",204
3681,"css","2017-01-08 12:33:32",131
3681,"javascript","2016-09-21 11:16:28",121
3681,"python","2017-10-14 12:07:34",151
7545,"java","2017-09-26 09:42:00",162
8074,"c-sharp","2017-02-09 00:59:10",211
8074,"java","2017-02-09 00:48:46",165
9625,"css","2017-11-08 18:53:16",137
482,"c-sharp","2017-11-22 05:58:00",155
482,"python","2017-11-24 06:12:26",146
7679,"c-sharp","2017-05-01 14:41:17",139
1108,"node-js","2017-05-03 22:14:32",75
5502,"active-directory-administration","2017-09-28 11:06:27",128
5502,"powershell","2017-10-06 13:12:36",130
4956,"aspnet-mvc-5","2017-07-25 08:47:38",101
4956,"the-scrum-framework","2017-04-27 21:05:52",272
5822,"c-sharp","2017-04-30 22:59:47",100
5814,"javascript","2017-09-04 12:32:21",14
5781,"java","2017-09-24 02:21:17",101
5407,"azure-administrator","2017-07-27 07:03:40",86
7962,"angular-js","2017-06-25 08:37:32",123
7962,"java","2017-06-22 21:00:41",87
7962,"mysql","2017-06-26 08:23:03",138
7962,"python","2017-06-08 00:06:14",102
6040,"mysql","2017-11-22 18:54:14",75
5739,"angular-js","2017-07-30 23:19:29",180
5739,"css","2017-09-08 23:24:38",101
5739,"html5","2017-09-06 04:53:41",195
5739,"javascript","2017-11-19 00:32:01",188
5739,"node-js","2017-07-30 23:12:06",164
9888,"aspnet-mvc-5","2017-05-18 14:26:36",176
9888,"docker","2017-05-18 16:52:32",112
6144,"java","2017-10-19 16:17:03",182
381,"aspnet-mvc-5","2017-09-19 12:00:14",212
381,"azure-for-developers","2017-09-21 08:56:07",57
381,"c-sharp","2017-09-06 08:43:29",217
381,"javascript","2017-09-22 08:07:44",104
966,"c-sharp","2017-10-24 18:31:59",168
8516,"android","2017-10-23 10:11:35",172
8206,"c-sharp","2017-06-30 19:00:15",128
4860,"c-sharp","2017-07-14 18:54:25",232
8282,"javascript","2017-11-08 17:05:05",116
7863,"c-sharp","2017-11-24 05:04:51",131
7526,"html5","2017-09-15 13:16:29",72
4897,"css","2017-06-11 22:53:40",154
4897,"docker","2017-06-11 23:07:13",60
4897,"graphic-design","2017-06-11 22:47:53",115
4897,"html5","2017-06-11 22:35:48",131
4848,"javascript","2017-08-10 03:36:37",95
7236,"c-sharp","2017-10-12 02:48:21",157
7294,"angular","2017-10-09 11:45:34",90
6445,"maya-core-skills","2017-06-04 10:09:21",48
8159,"css","2017-08-30 13:41:15",112
8159,"html5","2017-06-27 14:21:36",139
8159,"javascript","2017-09-08 17:07:02",133
8159,"powershell","2017-04-06 17:30:43",40
5344,"css","2017-06-28 19:13:50",208
6263,"python","2017-09-21 21:05:58",124
3088,"java","2017-11-22 11:57:45",166
3088,"python","2017-11-25 18:43:16",240
3088,"security-for-hackers-and-developers","2017-11-27 20:05:26",218
3088,"the-scrum-framework","2017-11-27 19:18:58",193
5884,"javascript","2017-03-29 18:12:19",185
6942,"javascript","2016-08-03 04:09:20",76
6942,"python","2017-09-12 04:11:30",106
3601,"css","2017-03-07 02:55:29",182
3601,"html5","2017-04-11 15:36:13",80
3601,"javascript","2017-06-13 12:36:54",117
3601,"node-js","2017-06-13 12:44:40",59
3601,"react","2017-06-12 07:00:21",111
5129,"photoshop-photo-manipulation","2017-08-04 05:17:13",78
7534,"c-sharp","2017-06-02 15:37:22",221
7534,"docker","2017-06-24 21:45:13",181
7323,"c-sharp","2017-10-22 05:40:18",150
7117,"unity-game-development-core-skills","2017-11-05 09:09:35",172
1796,"maya-character-modeling","2017-07-07 12:26:50",100
5510,"mysql","2017-05-22 15:25:47",26
8806,"c-plus-plus","2017-06-08 11:44:06",144
203,"3ds-max-environment-modeling","2017-06-23 15:30:29",200
3025,"css","2017-10-19 19:04:10",39
3025,"the-scrum-framework","2017-10-19 18:57:35",55
3025,"using-microsoft-office-2016","2017-09-20 22:11:49",217
602,"angular-js","2017-04-12 17:48:44",181
602,"javascript","2017-04-12 17:35:40",78
4851,"javascript","2017-09-29 05:11:27",138
6895,"react","2017-07-26 21:49:51",86
3068,"c-sharp","2017-10-17 13:28:29",201
7292,"angular-js","2017-01-04 13:42:07",45
7292,"c-sharp","2017-07-07 21:15:25",166
7292,"javascript","2017-01-30 22:11:25",182
7292,"node-js","2017-01-04 13:36:59",163
7292,"python","2016-12-01 22:09:21",146
6316,"group-policy-administration-and-troubleshooting","2017-09-01 17:46:39",119
1949,"angular","2017-11-17 18:04:16",219
1949,"aspnet-mvc-5","2017-11-17 18:24:16",222
1949,"c-sharp","2017-11-17 18:38:25",167
1949,"javascript","2017-11-17 18:14:58",201
5094,"group-policy-administration-and-troubleshooting","2017-06-01 11:31:41",145
2602,"c-sharp","2017-10-06 15:22:41",188
2602,"css","2017-10-09 15:03:25",161
2602,"html5","2017-10-09 14:46:16",201
2602,"javascript","2017-10-06 15:35:01",188
2602,"jquery","2017-11-01 15:52:26",141
2602,"sharepoint","2017-10-06 14:54:02",222
8146,"angular-js","2017-07-07 21:31:49",119
8146,"c-sharp","2017-07-07 21:43:41",104
8146,"react","2017-09-26 21:47:35",70
8499,"c-plus-plus","2016-09-27 06:06:23",141
8499,"c-sharp","2016-09-27 05:52:07",252
8499,"css","2016-09-27 06:24:08",90
9754,"group-policy-administration-and-troubleshooting","2016-12-28 09:24:37",148
9754,"python","2016-12-28 09:31:53",123
3526,"css","2017-09-17 12:45:47",192
3526,"java","2017-09-17 11:19:26",173
3526,"javascript","2017-09-17 11:38:53",229
3526,"jquery","2017-09-17 12:05:15",240
201,"c-plus-plus","2017-10-30 03:02:29",135
201,"c-sharp","2017-10-30 02:30:57",131
201,"java","2017-10-30 02:49:22",181
1176,"java","2017-06-27 21:16:19",83
1456,"javascript","2017-11-03 13:53:12",118
1924,"angular-js","2017-03-31 20:44:36",82
1924,"aspnet-mvc-5","2017-04-01 14:03:14",226
1924,"javascript","2017-09-01 13:16:52",151
1924,"jquery","2017-09-01 13:40:23",211
7789,"c-plus-plus","2017-02-20 14:17:15",239
7789,"python","2017-02-20 14:26:34",134
6294,"docker","2017-11-16 19:15:04",107
6294,"the-scrum-framework","2017-11-16 18:26:05",167
7397,"javascript","2017-07-27 01:45:12",76
2337,"zbrush-core-skills","2017-09-30 19:13:35",108
9571,"javascript","2017-11-16 00:06:37",113
9571,"python","2017-11-15 23:51:15",99
7668,"indesign-cc-creative-professionals","2017-09-14 15:34:14",114
4700,"css","2017-09-10 11:22:57",112
6840,"java","2016-12-22 08:31:14",144
6840,"python","2016-08-16 13:01:11",53
7933,"node-js","2017-10-24 21:02:46",67
6461,"getting-started-in-houdini","2017-06-05 17:00:26",175
6461,"java","2017-05-10 10:27:08",224
6461,"javascript","2017-05-10 10:17:17",175
6461,"maya-environment-modeling","2017-03-28 08:45:49",172
7712,"java","2017-02-19 06:03:51",89
212,"javascript","2017-07-05 00:47:07",69
7149,"javascript","2017-09-24 10:20:36",23
7149,"mysql","2017-08-22 10:50:36",171
2489,"angular-js","2017-10-03 09:49:23",100
2489,"java","2017-10-03 11:29:36",95
9924,"python","2017-10-11 19:16:31",188
5375,"active-directory-administration","2017-10-26 12:40:01",234
6516,"3ds-max-environment-modeling","2017-11-10 06:01:19",87
4559,"c-plus-plus","2017-10-19 15:22:22",107
4559,"java","2017-10-19 15:44:01",177
4559,"python","2017-10-19 15:54:25",102
8095,"angular-js","2017-06-08 12:36:54",90
5218,"3ds-max-environment-modeling","2017-08-14 19:35:46",37
5218,"angular-js","2017-09-15 20:16:49",51
5218,"autocad","2017-06-15 14:36:45",136
5218,"graphic-design","2017-05-31 22:04:11",228
9773,"after-effects-cc","2017-08-02 03:20:49",161
2157,"angular-js","2016-10-02 14:21:04",59
6695,"python","2017-08-01 16:21:30",138
7801,"the-scrum-framework","2017-11-27 08:01:02",139
5787,"node-js","2016-10-01 14:45:53",163
5406,"c-plus-plus","2017-01-04 07:48:56",136
5406,"css","2017-01-04 07:41:56",178
5406,"graphic-design","2017-01-04 19:40:30",136
5406,"html5","2017-01-19 02:45:56",171
5406,"illustrator","2017-01-20 05:52:07",76
5406,"java","2017-03-03 17:18:38",114
5406,"javascript","2017-01-19 02:53:38",201
5406,"jquery","2017-01-20 05:38:26",173
5406,"mysql","2017-03-23 19:29:17",163
5406,"node-js","2017-01-11 02:06:55",73
5406,"python","2017-03-02 23:42:38",246
5406,"react","2017-03-31 18:33:34",113
5140,"c-sharp","2017-09-20 21:20:10",90
6023,"c-plus-plus","2017-04-27 20:38:38",56
6023,"css","2017-04-27 20:28:08",200
6023,"html5","2017-07-27 11:54:25",155
6023,"javascript","2017-05-03 18:25:05",101
6023,"jquery","2017-08-15 15:04:53",133
6023,"mysql","2017-05-31 00:16:55",140
6023,"python","2017-10-10 00:24:56",113
4576,"angular","2017-11-24 22:56:19",129
4576,"javascript","2017-11-24 22:49:32",159
3125,"react","2017-11-27 20:07:32",194
1592,"c-plus-plus","2017-09-11 10:57:35",153
1592,"python","2017-09-14 06:47:51",113
2632,"html5","2017-05-10 20:18:57",236
6306,"python","2017-08-23 13:07:08",207
1429,"after-effects-cc","2017-09-11 19:25:05",114
1429,"graphic-design","2017-09-11 18:21:12",86
1429,"illustrator","2017-09-11 18:49:52",89
1429,"photoshop","2017-09-11 19:15:20",96
1429,"photoshop-photo-manipulation","2017-09-11 19:09:02",74
3271,"java","2017-02-13 07:11:05",25
8209,"c-sharp","2016-12-02 13:28:36",238
2106,"c-sharp","2017-01-31 15:27:18",132
4783,"angular-js","2017-09-16 17:52:48",177
4783,"java","2017-10-29 18:09:45",216
4783,"javascript","2017-07-12 07:42:24",128
4783,"mysql","2017-10-29 18:34:15",128
4783,"node-js","2017-11-01 06:45:55",112
4536,"c-sharp","2017-07-12 14:10:44",145
4536,"css","2016-08-05 08:46:52",105
7957,"angular-js","2017-02-23 06:53:21",20
7957,"css","2017-02-22 08:47:26",40
7957,"html5","2017-02-22 20:48:53",98
7957,"illustrator","2017-04-23 20:08:37",186
7957,"javascript","2017-02-28 05:22:30",121
7957,"jquery","2017-02-22 08:09:52",28
7957,"photoshop","2017-06-02 06:27:29",121
7957,"powershell","2017-02-22 07:57:04",61
7957,"sharepoint","2017-02-22 08:53:43",124
8244,"angular-js","2016-09-20 03:30:07",119
106,"3ds-max-environment-modeling","2016-10-10 20:08:41",255
106,"game-environment-art","2017-05-30 21:54:23",260
106,"zbrush-core-skills","2017-05-30 22:02:14",240
2468,"java","2017-10-04 10:05:19",165
8813,"java","2017-03-29 14:17:25",167
9559,"c-sharp","2017-08-02 15:36:20",70
9559,"css","2017-09-28 09:47:24",65
9559,"html5","2017-08-02 15:15:45",156
9559,"javascript","2017-10-12 14:29:59",66
9559,"mysql","2017-10-12 10:24:54",90
6917,"java","2017-08-27 02:40:50",162
6917,"photoshop","2016-07-31 17:32:43",205
6917,"python","2017-05-17 18:48:06",113
6559,"c-sharp","2016-12-07 20:39:40",87
8736,"javascript","2017-08-16 08:39:33",234
8736,"react","2017-08-16 14:32:51",176
596,"c-sharp","2017-05-15 01:33:43",137
4516,"c-sharp","2017-10-25 19:58:29",139
9080,"docker","2017-10-04 16:41:20",258
1913,"android","2017-06-25 19:53:44",205
9669,"node-js","2017-06-12 07:20:22",135
5534,"android","2017-11-23 18:19:11",181
5534,"node-js","2017-08-02 12:29:25",158
8480,"java","2016-09-25 20:58:27",197
9880,"angular-js","2017-07-20 18:35:44",176
5528,"c-sharp","2017-08-15 19:00:48",196
5700,"javascript","2017-05-24 22:23:27",71
5508,"java","2017-05-15 05:56:22",91
5508,"python","2017-10-10 06:59:22",153
6113,"active-directory-administration","2017-11-08 21:18:48",156
6113,"powershell","2017-11-08 20:17:49",174
9519,"c-sharp","2017-10-06 04:23:13",175
9398,"active-directory-administration","2017-10-05 08:53:12",149
9398,"group-policy-administration-and-troubleshooting","2017-10-05 08:46:47",172
4480,"c-sharp","2017-08-30 02:11:57",38
2585,"photoshop","2017-07-29 20:18:04",82
7842,"active-directory-administration","2017-09-06 14:27:33",169
7842,"android","2017-09-06 14:08:43",46
3145,"java","2017-07-18 07:23:15",167
7780,"graphic-design","2017-08-03 09:44:36",197
1964,"html5","2017-07-25 21:23:50",147
1964,"python","2017-07-25 21:13:25",161
2895,"java","2017-11-08 10:05:01",72
3959,"c-plus-plus","2017-04-06 09:35:49",197
3959,"the-scrum-framework","2017-04-06 11:56:59",182
8641,"html5","2017-09-04 01:23:09",53
9291,"aspnet-mvc-5","2017-04-23 03:54:35",131
9291,"c-sharp","2017-04-23 04:06:46",135
5576,"html5","2017-06-26 21:21:32",44
5576,"javascript","2017-06-30 15:27:43",111
2046,"c-sharp","2017-11-14 09:52:26",101
2046,"sharepoint","2017-11-14 09:36:48",220
1366,"html5","2017-09-05 09:33:57",73
3408,"css","2017-10-30 11:51:46",127
3408,"html5","2017-10-30 11:57:34",117
3408,"java","2017-10-30 12:10:03",59
3408,"javascript","2017-10-30 11:46:15",99
3408,"jquery","2017-10-30 11:39:47",67
3408,"python","2017-10-30 12:04:56",63
9872,"c-sharp","2017-10-27 09:22:27",68
3563,"sharepoint","2017-11-15 18:31:45",65
4661,"react","2017-05-01 16:41:30",170
3076,"html5","2017-05-27 18:50:25",144
2650,"graphic-design","2017-10-24 13:42:57",143
2650,"illustrator","2017-10-24 14:57:17",156
6562,"aspnet-mvc-5","2017-09-22 03:33:22",74
6562,"c-sharp","2017-09-03 03:33:53",145
6562,"docker","2017-09-04 13:30:12",60
6562,"javascript","2017-09-22 03:25:47",131
6562,"powershell","2017-09-04 13:15:59",124
6524,"c-sharp","2017-11-19 07:15:21",86
6524,"javascript","2017-04-15 13:30:36",59
6524,"mysql","2017-06-01 16:28:22",81
6863,"java","2017-02-16 21:15:27",147
6863,"javascript","2017-01-08 20:53:10",132
6863,"node-js","2017-01-24 02:44:18",207
4615,"css","2017-11-13 15:53:06",165
4615,"html5","2017-11-14 09:48:32",219
4615,"javascript","2017-11-14 11:40:55",179
4615,"jquery","2017-11-14 14:02:59",185
4615,"node-js","2017-11-13 15:49:04",133
4615,"react","2017-11-14 09:54:23",170
6520,"c-sharp","2017-07-16 23:47:31",128
6520,"html5","2017-07-16 23:09:23",111
2686,"mysql","2017-09-21 08:23:15",153
1559,"javascript","2017-09-19 16:23:18",67
2738,"javascript","2017-11-08 09:57:22",72
4437,"html5","2017-02-01 14:46:28",38
2982,"azure-infrastructure-as-a-service","2017-06-05 17:04:47",183
9059,"c-sharp","2016-09-22 11:55:33",192
9059,"css","2016-09-22 11:46:09",216
9059,"html5","2017-02-13 12:50:14",189
9059,"javascript","2016-09-22 12:10:44",151
9059,"powershell","2017-04-25 08:50:04",122
7422,"javascript","2017-03-10 17:13:11",247
8252,"angular-js","2017-08-03 21:28:27",69
8252,"aspnet-mvc-5","2017-07-17 18:38:36",27
8252,"azure-infrastructure-as-a-service","2017-06-01 12:58:49",237
8252,"c-sharp","2017-07-17 22:55:45",138
8252,"css","2017-08-03 21:33:18",32
8252,"javascript","2017-07-31 00:10:48",112
8252,"mysql","2017-08-23 15:12:42",180
8252,"python","2017-06-26 19:55:34",99
7977,"python","2017-09-20 17:46:06",167
1877,"c-sharp","2017-06-30 15:39:25",171
9947,"java","2016-11-11 09:08:08",209
9947,"python","2016-11-17 13:16:07",142
5339,"getting-started-in-houdini","2017-11-10 14:14:14",100
5339,"javascript","2017-10-16 21:32:35",91
5339,"python","2017-10-16 21:24:54",97
7973,"python","2017-11-08 14:54:11",96
49,"html5","2017-10-27 15:11:33",56
5828,"active-directory-administration","2017-10-25 20:33:26",211
5828,"group-policy-administration-and-troubleshooting","2017-10-25 16:39:45",179
5828,"powershell","2017-08-08 13:15:22",150
9673,"aspnet-mvc-5","2017-07-26 14:58:27",127
1216,"puppet","2017-07-13 00:56:33",133
2329,"python","2017-11-27 15:58:05",167
7772,"angular-js","2017-06-10 11:13:58",176
2208,"c-plus-plus","2017-11-09 18:07:16",113
5062,"python","2017-08-25 15:10:01",152
8484,"python","2017-06-25 11:25:03",115
5857,"java","2017-04-20 09:21:31",121
5857,"javascript","2017-07-18 09:56:24",170
7040,"after-effects-cc","2017-06-09 02:37:29",219
7040,"python","2017-07-23 20:09:24",145
9101,"unity-game-development-core-skills","2017-10-23 02:50:52",41
2629,"css","2017-09-14 13:56:38",203
2629,"html5","2017-09-14 14:05:38",142
2629,"javascript","2017-09-11 14:26:25",86
4109,"active-directory-administration","2017-10-06 11:03:33",152
7873,"maya-character-modeling","2016-12-13 03:58:40",23
5525,"angular-js","2016-11-29 07:11:41",259
2872,"angular-js","2017-06-29 01:28:09",136
7714,"azure-solutions-architect","2017-11-15 03:29:27",66
1716,"c-plus-plus","2017-10-21 21:25:35",66
1716,"java","2017-09-29 13:40:24",113
6418,"javascript","2017-11-27 06:32:22",265
2845,"python","2016-11-18 17:44:18",124
6771,"python","2017-07-11 02:35:30",59
590,"angular","2017-10-03 16:28:51",113
590,"angular-js","2017-10-03 16:20:39",113
4040,"c-sharp","2017-10-17 11:32:32",209
2307,"angular-js","2017-06-17 19:32:17",149
2307,"c-sharp","2017-06-17 19:47:57",128
4545,"java","2017-11-25 16:02:03",87
1065,"html5","2017-11-16 08:59:09",171
3869,"c-plus-plus","2017-11-19 11:18:28",200
3843,"node-js","2017-11-23 13:22:13",34
2019,"react","2017-09-21 18:13:40",172
3385,"c-sharp","2017-06-26 12:57:13",146
4377,"angular","2017-10-16 09:28:31",30
2868,"css","2017-10-03 14:39:42",116
2868,"javascript","2017-10-03 14:30:11",124
176,"javascript","2017-08-16 17:46:12",140
5246,"the-scrum-framework","2017-11-24 19:41:37",179
3989,"angular-js","2017-11-17 07:53:03",192
3989,"c-sharp","2017-11-17 08:01:11",130
3989,"javascript","2017-11-16 11:10:11",220
3989,"react","2017-11-24 08:56:42",206
6047,"mysql","2017-10-01 15:09:11",73
5149,"after-effects-cc","2017-03-23 15:50:33",174
5149,"graphic-design","2017-04-18 15:58:12",80
5149,"premiere-pro-cc","2017-03-20 21:32:34",176
6030,"after-effects-cc","2017-10-26 15:01:03",162
6030,"photoshop","2017-10-26 15:05:26",193
6289,"javascript","2017-08-17 15:11:34",196
6289,"node-js","2017-10-23 16:35:03",182
6289,"python","2017-05-30 22:36:47",100
3753,"c-sharp","2017-07-11 06:10:50",119
3753,"python","2017-11-12 19:10:40",113
1745,"azure-for-developers","2017-11-15 19:27:54",97
1745,"css","2017-11-09 19:53:13",201
1745,"docker","2017-11-21 03:46:29",252
1745,"html5","2017-11-21 18:51:37",201
1745,"java","2017-11-07 17:19:43",86
1745,"javascript","2017-11-27 16:47:36",164
1745,"jquery","2017-11-11 01:44:58",155
1745,"mysql","2017-11-11 01:31:46",193
1745,"python","2017-11-10 13:15:23",181
3395,"group-policy-administration-and-troubleshooting","2017-01-09 16:54:10",202
3395,"mysql","2016-12-23 14:40:07",268
6438,"html5","2017-08-08 13:48:39",21
2713,"the-scrum-framework","2017-07-14 10:42:25",148
2562,"docker","2017-10-12 19:07:36",122
9414,"powershell","2017-09-27 09:51:53",159
7198,"active-directory-administration","2017-11-14 16:49:53",193
7198,"group-policy-administration-and-troubleshooting","2017-11-14 17:02:20",92
7198,"powershell","2017-11-14 15:00:07",94
5007,"angular-js","2017-06-29 18:21:11",111
4270,"powershell","2017-10-12 11:59:53",130
8761,"angular-js","2017-05-22 16:16:22",246
8761,"css","2017-05-22 16:02:17",247
8761,"html5","2017-05-22 16:06:58",274
8761,"javascript","2017-05-22 15:54:12",205
2780,"c-sharp","2017-10-23 19:29:39",76
1267,"javascript","2017-07-19 10:32:44",117
9032,"angular-js","2016-09-12 20:22:19",120
9032,"c-sharp","2016-09-12 18:55:21",171
5377,"aspnet-mvc-5","2016-12-15 07:47:41",278
5377,"c-sharp","2016-12-19 11:45:21",267
5377,"html5","2017-02-08 22:58:18",255
5377,"javascript","2017-07-03 13:15:40",197
5377,"jquery","2017-01-07 14:02:53",226
5377,"mysql","2017-09-22 12:14:03",260
633,"android","2017-11-14 18:53:52",132
3781,"puppet","2017-10-03 00:46:16",69
2709,"angular-js","2017-11-01 08:22:22",152
9211,"python","2017-11-23 23:21:50",156
1259,"angular","2017-10-12 06:49:44",179
9584,"c-sharp","2017-05-19 15:47:38",92
9584,"javascript","2016-09-05 10:30:28",215
9584,"node-js","2017-07-25 15:36:00",134
9584,"powershell","2017-06-26 14:37:50",114
9584,"react","2017-09-10 16:54:00",91
3006,"aspnet-mvc-5","2017-03-12 12:39:38",15
3006,"c-sharp","2017-01-27 15:18:12",148
3006,"css","2017-05-11 07:45:44",125
6857,"sharepoint","2017-05-02 07:32:10",180
429,"react","2017-07-06 12:07:03",116
3971,"c-plus-plus","2017-09-21 11:24:23",173
3308,"c-sharp","2017-08-29 15:13:24",101
4593,"angular-js","2016-12-07 14:49:38",80
4593,"java","2016-12-07 14:57:30",177
4593,"javascript","2016-12-07 15:07:02",139
4593,"jquery","2016-12-07 15:20:49",128
4593,"python","2016-12-07 15:13:11",205
3304,"c-sharp","2017-09-19 10:27:22",128
3304,"mysql","2017-09-19 10:35:58",118
2987,"powershell","2016-08-26 16:07:49",189
3143,"azure-for-developers","2017-10-18 20:54:35",161
3143,"c-sharp","2017-10-18 20:37:02",204
3143,"javascript","2017-10-18 21:24:00",140
3143,"python","2017-06-21 21:11:45",209
3143,"react","2017-10-18 21:31:35",134
7761,"angular-js","2017-04-18 03:33:22",109
960,"c-sharp","2017-06-19 17:54:04",166
2692,"css","2017-07-19 18:19:44",109
2692,"html5","2017-07-19 18:04:11",137
2692,"javascript","2017-07-19 17:49:34",104
2692,"jquery","2017-07-20 18:04:01",10
2692,"node-js","2017-07-20 18:06:55",92
2692,"python","2017-08-10 01:30:33",24
6323,"java","2017-09-06 06:21:13",182
6104,"illustrator","2017-10-25 00:07:43",171
6104,"indesign-cc-creative-professionals","2017-10-24 23:53:50",109
6104,"photoshop-photo-manipulation","2017-10-24 23:58:55",165
9077,"node-js","2017-09-29 23:18:58",41
8643,"aspnet-mvc-5","2016-12-02 20:42:15",177
8643,"c-sharp","2016-08-18 13:20:29",184
8643,"css","2016-08-18 17:20:08",87
8643,"html5","2017-05-25 13:42:20",185
8643,"java","2016-08-18 16:25:13",176
8643,"javascript","2016-08-18 17:09:25",159
8643,"mysql","2016-08-18 17:25:12",197
8643,"python","2016-08-18 16:16:11",187
8179,"c-plus-plus","2017-03-19 21:14:59",159
8179,"javascript","2017-05-09 19:23:30",237
8179,"node-js","2017-05-01 18:31:15",166
8179,"python","2017-07-02 16:08:10",234
5050,"android","2017-09-06 17:14:19",48
5050,"c-plus-plus","2017-10-28 10:56:06",89
5050,"css","2017-07-22 14:02:36",95
5050,"docker","2017-09-23 14:13:51",176
5050,"html5","2017-09-06 17:09:48",93
5050,"java","2017-10-26 09:37:03",58
5050,"javascript","2017-09-23 14:51:44",149
5050,"node-js","2017-11-28 16:21:48",157
5050,"python","2017-09-06 16:52:42",173
5050,"react","2017-09-06 17:01:27",117
5050,"the-scrum-framework","2017-10-28 10:45:12",48
2527,"aspnet-mvc-5","2017-10-03 17:09:12",19
2527,"java","2017-10-13 12:23:17",153
1426,"python","2017-02-15 18:36:25",137
5779,"javascript","2017-08-10 03:56:50",141
5779,"jquery","2017-09-12 23:04:11",156
5779,"node-js","2017-09-12 23:18:21",54
5779,"python","2017-10-27 16:53:35",83
5779,"the-scrum-framework","2017-10-27 17:35:05",77
2436,"c-sharp","2017-10-18 16:05:45",135
2436,"powershell","2017-10-18 15:48:39",120
3748,"javascript","2017-08-27 10:15:12",35
9817,"python","2017-10-05 19:50:17",135
727,"html5","2017-04-13 23:50:54",38
727,"javascript","2017-04-26 20:15:56",108
3286,"powershell","2017-10-09 13:50:27",83
6556,"c-sharp","2017-03-10 14:54:19",133
4762,"c-sharp","2017-08-01 00:19:11",55
8099,"after-effects-cc","2017-06-14 01:40:55",128
7156,"c-sharp","2017-10-07 17:58:52",179
7156,"java","2017-10-10 21:53:46",196
6340,"javascript","2017-11-19 22:48:20",175
6340,"react","2017-11-19 22:40:34",225
1866,"group-policy-administration-and-troubleshooting","2017-03-28 14:54:34",85
1221,"python","2017-03-21 18:08:56",97
9577,"c-plus-plus","2017-10-17 08:54:03",121
9577,"c-sharp","2017-10-17 09:03:01",213
2583,"c-plus-plus","2017-10-08 19:53:24",137
2583,"c-sharp","2017-11-21 20:02:14",214
2583,"javascript","2017-10-08 19:58:37",115
2583,"python","2017-10-08 19:42:25",171
2583,"the-scrum-framework","2017-10-18 04:04:29",184
2583,"unity-game-development-core-skills","2017-11-24 17:05:09",157
6031,"javascript","2017-06-05 08:39:35",202
9499,"css","2017-10-02 08:43:14",120
9499,"java","2017-08-01 14:25:04",141
9499,"mysql","2017-08-01 14:15:12",182
9499,"the-scrum-framework","2017-08-01 11:11:24",168
761,"c-sharp","2017-07-07 22:46:36",122
177,"angular","2017-11-23 10:01:29",201
177,"c-sharp","2017-11-23 10:53:57",125
177,"javascript","2017-11-27 10:18:42",99
3904,"java","2017-10-16 14:20:01",168
3904,"node-js","2017-08-10 06:19:14",219
2580,"angular","2017-10-07 07:22:08",123
2580,"docker","2017-11-01 17:49:50",146
2580,"javascript","2017-04-21 11:36:03",166
276,"android","2017-08-01 11:58:28",157
276,"c-plus-plus","2017-08-01 13:21:04",91
276,"graphic-design","2017-08-10 13:27:34",93
276,"java","2017-08-01 12:04:20",104
276,"javascript","2017-08-01 11:09:36",109
276,"the-scrum-framework","2017-08-10 14:23:20",105
842,"html5","2017-09-13 13:12:39",114
842,"mysql","2017-09-12 11:28:31",125
842,"python","2017-09-09 14:12:23",160
2689,"docker","2017-10-24 12:30:45",220
6848,"javascript","2017-08-02 23:33:56",79
6848,"node-js","2017-07-13 18:17:15",128
7085,"angular-js","2017-02-25 15:25:56",172
7085,"css","2016-12-06 10:57:23",138
7085,"html5","2016-12-06 11:26:29",223
7085,"java","2016-12-29 10:53:17",186
7085,"javascript","2016-12-06 10:47:30",171
3496,"aspnet-mvc-5","2017-07-11 06:00:07",50
6091,"docker","2017-02-01 16:48:49",65
1998,"python","2017-11-16 15:03:49",119
4577,"azure-administrator","2017-07-09 16:12:05",218
4577,"azure-infrastructure-as-a-service","2017-04-08 14:16:58",239
4577,"c-sharp","2017-01-07 15:47:51",147
